,pro,con
29646,less work,customer relationships
29647,less tension,sales
29648,good experience,complex technologies
29649,good,there
29650,large company,leadership
29651,many opportunities,the glass breaks
29652,advancement,much
29653,different areas,employees
29654,the business,benefits
29655,large company,good thing
29656,global opportunities,them
29657,growth potential,no executive
29658,you,lower level management
29659,the right business unit,employees
29660,ibm,vps
29661,great place,small organization
29662,,they
29663,ibm,no clue
29664,welcoming colleagues,revenue
29665,breath,management
29666,expertise,seas
29667,ibm,cheaper cost
29668,me,ibm
29669,many unique roles,something
29670,years,an eternal game
29671,,russian roulette
29672,skills,layoffs
29673,some,bullets
29674,the,
29675,the industry,the layoffs
29676,ibm,bad rating
29677,,
29678,,the company
29679,more,the next months
29680,home,
29681,all,this
29682,other companies,the company
29683,opportunities,the layoffs
29684,lot,what project
29685,great products,you
29686,team,the time
29687,low stress,the layoffs
29688,good work life balance,the company
29689,flex time,ibm
29690,home,employees
29691,nice benefits,the flexibility
29692,people,home
29693,each other,other cities
29694,there,it
29695,much backstabbing,this policy
29696,work schedule,all employees
29697,diversity,site
29698,the workplace,all working hours
29699,results,some employees
29700,,there
29701,experience,no local ibm office
29702,ibm,they
29703,nice work place,those employees
29704,there,they
29705,environment,an ibm office
29706,great benefits,they
29707,parents,the company
29708,the best team members,this
29709,common goal,another case
29710,the big picture,the company
29711,the company,the past
29712,opportunities,it
29713,career progression,the company
29714,notice improvement,itself
29715,employee interaction,directions
29716,executives,every couple
29717,employee feedback,years
29718,creative,ibm
29719,innovative,any
29720,ibm,these strategies
29721,watson,it
29722,major player,them
29723,the new,they
29724,economy,immediate dividends
29725,itself,something new
29726,the tech industry,top
29727,position,this
29728,ibm,ibm
29729,some,habit
29730,individuals,the party
29731,larger entities,cloud computing
29732,customers,ibm competitors
29733,ibm,ibm
29734,care,the market
29735,comfortable salaries,example
29736,,it
29737,,worker
29738,matching program,the company
29739,ibm,no real direction
29740,world,strategy
29741,most,it
29742,it,the executives
29743,company,the strategy decisions
29744,software,the reality
29745,hardware,the business
29746,,ibm
29747,tremendous career,many layers
29748,ibm,management
29749,it,the regular employees
29750,me,the executives
29751,many different opportunities,the decisions
29752,sales,
29753,marketing,this
29754,channels,many large corporations
29755,international,ibm
29756,flexibility,very schizophrenic manner
29757,ability,project
29758,home,schedule
29759,good base compensation,high priority
29760,ibm,ibm management
29761,great place,we
29762,you,family
29763,flexibility,team
29764,work schedule,we
29765,hands,all
29766,approach,extra hours
29767,most,the extra mile
29768,the time,etc
29769,some room,the project
29770,you,completion
29771,global exposure opportunity,ibm
29772,various clients,they
29773,strong strategic vision,costs
29774,cognitive,they
29775,rapid pace,one
29776,performance,they
29777,new top talent,them
29778,great people,the same way downsizing
29779,interesting projects,them
29780,fabulous technology,the layoffs
29781,flexibility,ibm management
29782,encouragement,it
29783,little,this
29784,everything,business
29785,resources,these things
29786,multiple locations,wait
29787,nice people,team
29788,diversity,family
29789,one,big
29790,the,company
29791,itself,processes
29792,last 100,the different parts
29793,years,ibm
29794,large company,remote workers
29795,salaries,out
29796,good place,sight
29797,new graduates,mind
29798,mobile employee,great career opportunities
29799,strong software portfolio,manager
29800,many subsidiaries,significant stature
29801,acquisitions,white males
29802,ability,40
29803,divisions,long career
29804,fantastic partnership,lack
29805,isv,individual attention
29806,other oem,consistent restructuring
29807,job,it
29808,nice vacation,company
29809,starter days,average benefits
29810,ibm,
29811,career mobility,there
29812,advancement potential,lot
29813,it,room
29814,strong leaders,promotion
29815,huge organization,currently fee
29816,someone,not lot
29817,help,perks
29818,work flexibility,the office
29819,good work life balance,other tech companies
29820,ibm,no
29821,global powerhouse,policy
29822,lot,the cafeteria
29823,opportunities,clients
29824,you,bad
29825,the bureaucracy,ibm
29826,,consultants
29827,the consulting side,every turn
29828,global business solutions,extensive overlapping
29829,the more famous innovation side,responsibilities
29830,global technical solutions,family values
29831,consulting firm,finance
29832,they,legal runs
29833,average,the company
29834,you,culture
29835,small teams,weak leadership
29836,people,organizations
29837,those people,poor job security
29838,they,core
29839,colleges,foundation
29840,lot,those
29841,them,15
29842,most,years
29843,the time,ibm
29844,you,the age
29845,good people,long term
29846,there,client vision
29847,lots,bad shifts
29848,you,very slow promotions
29849,anything,there
29850,you,lots
29851,technology,change
29852,they,ibm
29853,amazing resources,change
29854,all employees,you
29855,you,positive attitude
29856,them,it
29857,senior management,you
29858,actual change,this
29859,more modern business practices,the best fit
29860,performance ratings,you
29861,little,some bureaucracy
29862,they,some slow moving proceedures
29863,they,bureaucracy
29864,agile methods,procurement
29865,everything,too many
29866,they,managers
29867,they,some sales plans
29868,customer satisfaction,scenarios
29869,work life balance,certain sellers
29870,some great entry level talent,all products
29871,some star,toxic culture
29872,players,clueless chain
29873,teams,management
29874,helpful,track
29875,balanced work,track
29876,personal life autonomy,contender status
29877,decisions,the next era
29878,environment,pay
29879,no real dress code,other company
29880,it,all members
29881,great culture,the
29882,history,it
29883,it,trends
29884,protective,them
29885,the employee,the change
29886,an extensive library,planning
29887,it,ibm
29888,digital sales,challenge
29889,growing,it
29890,good opportunity,that
29891,lots,good
29892,great people,
29893,all,any large organization ibm
29894,the world,it
29895,great opportunity,challenges
29896,massive projects,systems
29897,part,old ibm perceptions
29898,many great events,internal roads
29899,the world,times
29900,this place,it
29901,one,innovation
29902,total chaos,work life balance
29903,fresh graduates,challenge
29904,this company,big blue
29905,work,you
29906,assignments,the amount
29907,it,organizational change
29908,,each half
29909,company,bureaucracy
29910,another company,little organization
29911,big plans,work
29912,future growth,focus
29913,new products,the business
29914,most people,delighting clients
29915,growth,downside just
29916,the new company,need
29917,quality,cons
29918,work,management
29919,good policies,culture
29920,tech oppurtunities,ibm
29921,solid technology,issues
29922,wide footprint,channel conflict
29923,great place,ibm
29924,wide variety,product marketing
29925,opportunities,deprecating products
29926,shoot,the true foundation
29927,you,the software group
29928,career,outsources
29929,ibm,ras
29930,excellent work culture plethora,furloughs
29931,opportunity,regular basis
29932,secure job environment job security,the team
29933,,you
29934,an,it
29935,the customer,lot
29936,lots,team
29937,opportunity,team
29938,the global presence,bureaucracy
29939,ibm,it
29940,invaluable experience,job
29941,you,security
29942,great internal online,advance
29943,program,many consecutive years
29944,division,top 10
29945,you,performer
29946,you,commitment
29947,chance,home program
29948,art technology,frequent reshuffling
29949,reputation,resources
29950,the industry,less job security
29951,flexible work schedule,network
29952,family,old mentality
29953,diversity,some individuals
29954,friendly,esoteric
29955,lot,hr
29956,smart people,poor leadership
29957,they,people
29958,long time,manager
29959,it,the managers
29960,many talents,information
29961,recent year,the only disadvantages
29962,pay,panduit fiber cert
29963,the area,the certs
29964,benefits,ibm past age
29965,it,40
29966,stable job,they
29967,career,mass layoff
29968,work life balance,some
29969,professional work culture,the company
29970,mobile employee,the tech world
29971,lots,the early 2000s
29972,freedom great training,
29973,good name,an improvement
29974,the,late
29975,place,organizational
29976,bright spots,division
29977,pure talent,offs
29978,you,pay check
29979,it,being part
29980,name recognition,ibm
29981,the world,some bureaucracy
29982,past successes,an individual
29983,work life balance,portions
